,O_Create Offer,O_Created,O_Sent (online only),O_Cancelled,O_Sent (mail and online),O_Returned,O_Accepted,O_Refused
Offer_1675296108,1,1,0,1,1,1,1,1
Offer_1460268743,1,1,0,1,1,1,1,1
Offer_2054489817,1,1,0,1,1,1,1,1
Offer_1839636581,1,1,0,0,1,1,1,0
Offer_2111875058,1,1,0,0,1,1,1,0
Offer_1496355453,1,1,0,0,1,1,1,0
Offer_1597932882,1,1,0,0,1,1,1,0
Offer_1874474061,1,1,0,0,1,1,1,0
Offer_1219402874,1,1,0,0,1,1,1,0
Offer_1029760570,1,1,0,0,1,1,1,0
Offer_724534135,1,1,0,0,1,1,1,0
Offer_400054698,1,1,0,0,1,1,1,0
Offer_1399494019,1,1,0,0,1,1,1,0
Offer_969236676,1,1,0,0,1,1,1,0
Offer_700085844,1,1,0,0,1,1,1,0
Offer_1092136229,1,1,0,0,1,1,1,0
Offer_139292870,1,1,0,0,1,1,1,0
Offer_328961198,1,1,0,0,1,1,1,0
Offer_563413846,1,1,0,0,1,1,1,0
Offer_373639437,1,1,0,0,1,1,1,0
Offer_1253686934,1,1,0,0,1,1,1,0
Offer_1535887707,1,1,0,1,1,1,1,1
Offer_759169279,1,1,0,1,1,1,1,1
Offer_1157450261,1,1,0,1,1,1,1,1
Offer_109937416,1,1,0,1,1,1,1,1
Offer_324618732,1,1,0,1,1,1,1,1
Offer_673721127,1,1,0,1,1,1,1,1
Offer_324324203,1,1,0,1,1,1,1,1
Offer_101113184,1,1,0,1,1,1,1,1
Offer_897193630,1,1,0,0,1,1,1,0
Offer_597949834,1,1,0,0,1,1,1,0
Offer_198252207,1,1,0,0,1,1,1,0
Offer_873523900,1,1,0,0,1,1,1,0
Offer_1088238697,1,1,0,0,1,1,1,0
Offer_1518122409,1,1,0,1,1,1,1,1
Offer_1445419363,1,1,0,1,1,1,1,1
Offer_1053981589,1,1,0,1,1,1,1,1
Offer_1740277952,1,1,0,1,1,1,1,1
Offer_1483261509,1,1,0,1,1,1,1,1
Offer_1585577051,1,1,0,1,1,1,1,1
Offer_1774864314,1,1,0,1,1,1,1,1
Offer_1272433717,1,1,0,1,1,1,1,1
Offer_1057509260,1,1,0,0,1,1,1,0
Offer_1443383675,1,1,0,0,1,1,1,0
Offer_806375,1,1,0,0,1,1,1,0
Offer_794573304,1,1,0,0,1,1,1,0
Offer_1489756360,1,1,0,0,1,1,1,0
Offer_1587555425,1,1,0,0,1,1,1,0
Offer_1769245463,1,1,0,0,1,1,1,0
Offer_2058258003,1,1,0,0,1,1,1,0
Offer_1877189089,1,1,0,0,1,1,1,0
Offer_1550677964,1,1,0,0,1,1,1,0
Offer_1948024470,1,1,0,1,1,1,1,1
Offer_703361873,1,1,0,1,1,1,1,1
Offer_1914020019,1,1,0,1,1,1,1,1
Offer_1082081556,1,1,0,1,1,1,1,1
Offer_1398273460,1,1,0,1,1,1,1,1
Offer_560709234,1,1,0,1,1,1,1,1
Offer_379967620,1,1,0,1,1,1,1,1
Offer_1553180763,1,1,0,1,1,1,1,1
Offer_875707036,1,1,0,1,1,1,1,1
Offer_2093325634,1,1,0,1,1,1,1,1
Offer_1910801760,1,1,0,1,1,1,1,1
Offer_127435,1,1,0,1,1,1,1,1
Offer_316424358,1,1,0,1,1,1,1,1
Offer_699115219,1,1,0,1,1,1,1,1
Offer_383105090,1,1,0,1,1,1,1,1
Offer_1043880574,1,1,0,1,1,1,1,1
Offer_887984596,1,1,0,0,1,1,1,0
Offer_599066605,1,1,0,0,1,1,1,0
Offer_1266953231,1,1,0,0,1,1,1,0
Offer_322946559,1,1,0,0,1,1,1,0
Offer_35304180,1,1,0,0,1,1,1,0
Offer_1300999751,1,1,0,1,1,1,1,1
Offer_38164195,1,1,0,1,1,1,1,1
Offer_1774082027,1,1,0,1,1,1,1,1
Offer_737411142,1,1,0,1,1,1,1,1
Offer_185369413,1,1,0,1,1,1,1,1
Offer_1393842795,1,1,0,1,1,1,1,1
Offer_1035714298,1,1,0,1,1,1,1,1
Offer_694653240,1,1,0,1,1,1,1,1
Offer_336679341,1,1,0,0,1,1,1,0
Offer_823937503,1,1,0,0,1,1,1,0
Offer_1072617538,1,1,0,0,1,1,1,0
Offer_1878982708,1,1,0,0,1,1,1,0
Offer_372771012,1,1,0,0,1,1,1,0
Offer_1447662360,1,1,0,0,1,1,1,0
Offer_1763477189,1,1,0,0,1,1,1,0
Offer_804429273,1,1,0,0,1,1,1,0
Offer_820500373,1,1,0,0,1,1,1,0
Offer_9568714,1,1,0,0,1,1,1,0
Offer_1199272934,1,1,0,1,1,1,0,1
Offer_369481135,1,1,0,1,1,1,0,1
Offer_1444110867,1,1,0,1,1,1,0,1
Offer_1755778439,1,1,0,1,1,1,1,1
Offer_1886168389,1,1,0,1,1,1,1,1
Offer_1466885398,1,1,0,1,1,1,1,1
Offer_1998263464,1,1,0,1,1,1,1,1
Offer_1050332412,1,1,0,1,1,1,1,1
Offer_1917702956,1,1,0,1,1,1,1,1
Offer_1429639168,1,1,0,1,1,1,1,1
Offer_1745527822,1,1,0,1,1,1,1,1
Offer_768292189,1,1,0,1,1,1,1,1
Offer_410150818,1,1,0,1,1,1,1,1
Offer_1394845612,1,1,0,1,1,1,1,1
Offer_1281181154,1,1,0,1,1,1,1,1
Offer_2094182618,1,1,0,1,1,1,1,1
Offer_1845506847,1,1,0,1,1,1,1,1
Offer_1817828982,1,1,0,1,1,1,1,1
Offer_802624638,1,1,0,1,1,1,1,1
Offer_1118517277,1,1,0,0,1,1,1,0
Offer_893376522,1,1,0,0,1,1,1,0
Offer_1816181926,1,1,0,0,1,1,1,0
Offer_767723851,1,1,0,0,1,1,1,0
Offer_1113573989,1,1,0,0,1,1,1,0
Offer_1431181060,1,1,0,1,1,1,1,1
Offer_30213452,1,1,0,1,1,1,1,1
Offer_328180086,1,1,0,1,1,1,1,1
Offer_639352269,1,1,0,1,1,1,1,1
Offer_1401941690,1,1,0,0,1,1,1,0
Offer_1944686026,1,1,0,0,1,1,1,0
Offer_955977574,1,1,0,0,1,1,1,0
Offer_1903401288,1,1,0,0,1,1,1,0
Offer_1722343400,1,1,0,0,1,1,1,0
Offer_1738137902,1,1,0,0,1,1,1,0
Offer_2087704887,1,1,0,0,1,1,1,0
Offer_1116336606,1,1,0,0,1,1,1,0
Offer_2114711035,1,1,0,0,1,1,1,0
Offer_754327611,1,1,0,0,1,1,1,0
Offer_1617497284,1,1,0,0,1,1,1,0
Offer_391512769,1,1,0,0,1,1,1,0
Offer_41872697,1,1,0,0,1,1,1,0
Offer_731375801,1,1,0,0,1,1,1,0
Offer_946254794,1,1,0,0,1,1,1,0
Offer_1903207953,1,1,0,0,1,1,1,0
Offer_2041995728,1,1,0,0,1,1,1,0
Offer_681832663,1,1,0,0,1,1,1,0
Offer_1805747789,1,1,0,0,1,1,1,0
Offer_1398276438,1,1,0,0,1,1,1,0
Offer_1183002398,1,1,0,1,1,1,1,1
Offer_678699496,1,1,0,1,1,1,1,1
Offer_1003919273,1,1,0,1,1,1,1,1
Offer_222749700,1,1,0,1,1,1,1,1
Offer_1180163794,1,1,0,1,1,1,1,1
Offer_494311268,1,1,0,1,1,1,1,1
Offer_394822064,1,1,0,1,1,1,1,1
Offer_1178813561,1,1,0,1,1,1,1,1
Offer_1393605292,1,1,0,0,1,1,1,0
Offer_1531269390,1,1,0,0,1,1,1,0
Offer_1341542453,1,1,0,0,1,1,1,0
Offer_294720413,1,1,0,0,1,1,1,0
Offer_29692254,1,1,0,0,1,1,1,0
Offer_1499791932,1,1,0,0,1,1,1,0
Offer_331916835,1,1,0,0,1,1,1,0
Offer_599226562,1,1,0,0,1,1,1,0
Offer_788771705,1,1,0,0,1,1,1,0
Offer_44482479,1,1,0,0,1,1,1,0
Offer_394344435,1,1,0,0,1,1,1,0
Offer_1791711102,1,1,0,0,1,1,1,0
Offer_322058492,1,1,0,0,1,1,1,0
Offer_1870496686,1,1,0,0,1,1,1,0
Offer_2099969169,1,1,0,0,1,1,1,0
Offer_899366682,1,1,0,1,1,1,1,1
Offer_709604642,1,1,0,1,1,1,1,1
Offer_117345230,1,1,0,1,1,1,1,1
Offer_332103805,1,1,0,1,1,1,1,1
Offer_599086058,1,1,0,1,1,1,1,1
Offer_1327873673,1,1,0,1,1,1,1,1
Offer_1796858155,1,1,0,1,1,1,1,1
Offer_965736093,1,1,0,1,1,1,1,1
Offer_2034890025,1,1,0,0,1,1,1,0
Offer_1718865164,1,1,0,0,1,1,1,0
Offer_1884210544,1,1,0,0,1,1,1,0
Offer_2099092268,1,1,0,0,1,1,1,0
Offer_898384204,1,1,0,0,1,1,1,0
Offer_2103269726,1,1,0,0,1,1,1,0
Offer_1530934520,1,1,0,0,1,1,1,0
Offer_802036280,1,1,0,0,1,1,1,0
Offer_245759681,1,1,0,0,1,1,1,0
Offer_30922289,1,1,0,0,1,1,1,0
Offer_1239620926,1,1,0,1,1,1,1,1
Offer_1420749347,1,1,0,1,1,1,1,1
Offer_2033808707,1,1,0,1,1,1,1,1
Offer_2039030088,1,1,0,1,1,1,1,1
Offer_1604474229,1,1,0,0,1,1,1,0
Offer_1827761688,1,1,0,0,1,1,1,0
Offer_601766505,1,1,0,0,1,1,1,0
Offer_959618246,1,1,0,0,1,1,1,0
Offer_1605445178,1,1,0,0,1,1,1,0
Offer_1424243856,1,1,0,0,1,1,1,0
Offer_351348754,1,1,0,0,1,1,1,0
Offer_960222463,1,1,0,0,1,1,1,0
Offer_347460268,1,1,0,0,1,1,1,0
Offer_415197358,1,1,0,0,1,1,1,0
Offer_541116459,1,1,0,0,1,1,1,0
Offer_723069930,1,1,0,0,1,1,1,0
Offer_761184164,1,1,0,0,1,1,1,0
Offer_1077829246,1,1,0,0,1,1,1,0
Offer_146908500,1,1,0,0,1,1,1,0
Offer_328085404,1,1,0,0,1,1,1,0
Offer_483850462,1,1,0,0,1,1,1,0
Offer_321214205,1,1,0,0,1,1,1,0
Offer_1368412234,1,1,0,0,1,1,1,0
Offer_1052629900,1,1,0,0,1,1,1,0
Offer_190505258,1,1,0,1,1,1,1,1
Offer_413597581,1,1,0,1,1,1,1,1
Offer_542460603,1,1,0,1,1,1,1,1
Offer_319355473,1,1,0,1,1,1,1,1
Offer_1242169159,1,1,0,1,1,1,1,1
Offer_1411747851,1,1,0,1,1,1,1,1
Offer_1727831220,1,1,0,1,1,1,1,1
Offer_37963524,1,1,0,1,1,1,1,1
Offer_319993989,1,1,0,0,1,1,1,0
Offer_1367018539,1,1,0,0,1,1,1,0
Offer_511942772,1,1,0,0,1,1,1,0
Offer_1745823554,1,1,0,0,1,1,1,0
Offer_890780751,1,1,0,0,1,1,1,0
Offer_2092069075,1,1,0,0,1,1,1,0
Offer_1844736090,1,1,0,0,1,1,1,0
Offer_1748817825,1,1,0,0,1,1,1,0
Offer_1567208807,1,1,0,0,1,1,1,0
Offer_1411811815,1,1,0,0,1,1,1,0
Offer_1843914693,1,1,0,1,1,1,1,1
Offer_763115027,1,1,0,1,1,1,1,1
Offer_1619040431,1,1,0,1,1,1,1,1
Offer_688056023,1,1,0,1,1,1,1,1
Offer_329983374,1,1,0,0,1,1,1,0
Offer_504646782,1,1,0,0,1,1,1,0
Offer_1586580242,1,1,0,0,1,1,1,0
Offer_1860729456,1,1,0,0,1,1,1,0
Offer_1202157729,1,1,0,0,1,1,1,0
Offer_1801383712,1,1,0,0,1,1,1,0
Offer_1564286017,1,1,0,0,1,1,1,0
Offer_1391562850,1,1,0,0,1,1,1,0
Offer_1705387716,1,1,0,0,1,1,1,0
Offer_993451947,1,1,0,0,1,1,1,0
Offer_89220845,1,1,0,0,1,1,1,0
Offer_1356539164,1,1,0,0,1,1,1,0
Offer_273774581,1,1,0,0,1,1,1,0
Offer_303477660,1,1,0,0,1,1,1,0
Offer_1232149785,1,1,0,0,1,1,1,0
Offer_1135636946,1,1,0,0,1,1,1,0
Offer_621556949,1,1,0,0,1,1,1,0
Offer_1767453320,1,1,0,0,1,1,1,0
Offer_94555164,1,1,0,0,1,1,1,0
Offer_271980667,1,1,0,0,1,1,1,0
Offer_1346791293,1,1,1,1,1,1,0,1
Offer_443585909,1,1,1,1,1,1,0,1
Offer_629797690,1,1,1,1,1,1,0,1
Offer_1131087379,1,1,1,1,1,1,0,1
Offer_307849606,1,1,0,0,1,1,1,0
Offer_269212299,1,1,0,0,1,1,1,0
Offer_1197639245,1,1,0,0,1,1,1,0
Offer_632911265,1,1,0,0,1,1,1,0
Offer_566192394,1,1,0,0,1,1,1,0
Offer_1008693146,1,1,0,0,1,1,1,0
Offer_2091292185,1,1,0,0,1,1,1,0
Offer_1895990413,1,1,0,0,1,1,1,0
Offer_1385997898,1,1,0,0,1,1,1,0
Offer_412968681,1,1,0,0,1,1,1,0
Offer_669990742,1,1,0,0,1,1,1,0
Offer_1702231419,1,1,0,0,1,1,1,0
Offer_1645751428,1,1,0,0,1,1,1,0
Offer_993469235,1,1,0,0,1,1,1,0
Offer_2091654938,1,1,0,0,1,1,1,0
Offer_1760413032,1,1,0,0,1,1,1,0
Offer_2075618563,1,1,0,0,1,1,1,0
Offer_1592119314,1,1,0,0,1,1,1,0
Offer_508954812,1,1,0,0,1,1,1,0
Offer_1717461379,1,1,0,0,1,1,1,0
Offer_1495053718,1,1,0,1,1,1,1,1
Offer_732569450,1,1,0,1,1,1,1,1
Offer_484580784,1,1,0,1,1,1,1,1
Offer_303413505,1,1,0,1,1,1,1,1
Offer_2069218134,1,1,0,1,1,1,1,1
Offer_1492822945,1,1,0,1,1,1,1,1
Offer_1593872212,1,1,0,1,1,1,1,1
Offer_1719593229,1,1,0,1,1,1,1,1
Offer_1501237354,1,1,0,1,1,1,1,1
Offer_1943285703,1,1,0,1,1,1,1,1
Offer_869123648,1,1,0,1,1,1,1,1
Offer_637354415,1,1,0,1,1,1,1,1
Offer_1460078198,1,1,0,1,1,1,1,1
Offer_689228686,1,1,0,1,1,1,1,1
Offer_95885050,1,1,0,1,1,1,1,1
Offer_1137109808,1,1,0,1,1,1,1,1
Offer_266065440,1,1,0,1,1,1,1,1
Offer_445856256,1,1,0,1,1,1,1,1
Offer_628470492,1,1,0,1,1,1,1,1
Offer_1130434800,1,1,0,1,1,1,1,1
Offer_1460929996,1,1,0,1,1,1,1,1
Offer_1911777901,1,1,0,1,1,1,1,1
Offer_828860112,1,1,0,1,1,1,1,1
Offer_1144872009,1,1,0,1,1,1,1,1
Offer_509437383,1,1,0,1,1,1,1,1
Offer_512821499,1,1,0,1,1,1,1,1
Offer_1225486403,1,1,0,1,1,1,1,1
Offer_867481875,1,1,0,0,1,1,1,0
Offer_305700014,1,1,0,0,1,1,1,0
Offer_414606847,1,1,0,0,1,1,1,0
Offer_667961720,1,1,0,0,1,1,1,0
Offer_487015964,1,1,0,0,1,1,1,0
Offer_1570056517,1,1,0,1,1,1,1,1
Offer_984434547,1,1,0,1,1,1,1,1
Offer_2093340185,1,1,0,1,1,1,1,1
Offer_1751066273,1,1,0,1,1,1,1,1
Offer_512987910,1,1,0,0,1,1,1,0
Offer_249308857,1,1,0,0,1,1,1,0
Offer_1229180033,1,1,0,0,1,1,1,0
Offer_332171413,1,1,0,0,1,1,1,0
Offer_1405823652,1,1,0,0,1,1,1,0
Offer_1047667107,1,1,0,0,1,1,1,0
Offer_2122069235,1,1,0,0,1,1,1,0
Offer_2126278672,1,1,0,0,1,1,1,0
Offer_1944174418,1,1,0,0,1,1,1,0
Offer_1451342685,1,1,0,0,1,1,1,0
Offer_1904910385,1,1,0,1,1,1,1,1
Offer_2128170549,1,1,0,1,1,1,1,1
Offer_918515006,1,1,0,1,1,1,1,1
Offer_1546184897,1,1,0,1,1,1,1,1
Offer_471802316,1,1,0,1,1,1,0,1
Offer_695576398,1,1,0,1,1,1,0,1
Offer_658115288,1,1,0,1,1,1,0,1
Offer_342350991,1,1,0,0,1,1,1,0
Offer_1290253578,1,1,0,0,1,1,1,0
Offer_2107274912,1,1,0,0,1,1,1,0
Offer_1294610842,1,1,0,0,1,1,1,0
Offer_1740572111,1,1,0,0,1,1,1,0
Offer_1471473846,1,1,0,0,1,1,1,0
Offer_1787621653,1,1,0,0,1,1,1,0
Offer_1794473821,1,1,0,0,1,1,1,0
Offer_1571377098,1,1,0,0,1,1,1,0
Offer_353706115,1,1,0,0,1,1,1,0
Offer_1208974494,1,1,0,0,1,1,1,0
Offer_8315352,1,1,0,0,1,1,1,0
Offer_711954875,1,1,0,0,1,1,1,0
Offer_1103777676,1,1,0,0,1,1,1,0
Offer_787834965,1,1,0,0,1,1,1,0
Offer_1417287205,1,1,1,0,1,1,0,0
Offer_1775551739,1,1,1,0,1,1,0,0
Offer_1436921693,1,1,1,0,1,1,0,0
Offer_1213698456,1,1,1,0,1,1,0,0
Offer_3690493,1,1,0,0,1,1,1,0
Offer_1930098389,1,1,0,0,1,1,1,0
Offer_712651139,1,1,0,0,1,1,1,0
Offer_354631205,1,1,0,0,1,1,1,0
Offer_32385259,1,1,0,0,1,1,1,0
Offer_323099508,1,1,0,1,1,1,1,1
Offer_1156476087,1,1,0,1,1,1,1,1
Offer_414949169,1,1,0,1,1,1,1,1
Offer_254831015,1,1,0,1,1,1,1,1
Offer_975028698,1,1,0,0,1,1,1,0
Offer_2049284568,1,1,0,0,1,1,1,0
Offer_2095449547,1,1,0,0,1,1,1,0
Offer_140831440,1,1,0,0,1,1,1,0
Offer_208860992,1,1,0,0,1,1,1,0
Offer_1164864501,1,1,0,0,1,1,1,0
Offer_1312387929,1,1,0,0,1,1,1,0
Offer_1910647564,1,1,0,0,1,1,1,0
Offer_933136456,1,1,0,0,1,1,1,0
Offer_2019144061,1,1,0,0,1,1,1,0
Offer_2086147683,1,1,0,0,1,1,1,0
Offer_1907735087,1,1,0,0,1,1,1,0
Offer_1558171658,1,1,0,0,1,1,1,0
Offer_332167336,1,1,0,0,1,1,1,0
Offer_2087965356,1,1,0,0,1,1,1,0
Offer_980504109,1,1,0,0,1,1,1,0
Offer_832961527,1,1,0,0,1,1,1,0
Offer_238543351,1,1,0,0,1,1,1,0
Offer_589036129,1,1,0,0,1,1,1,0
Offer_1256344275,1,1,0,0,1,1,1,0
Offer_928683539,1,1,0,1,1,1,1,1
Offer_1406430066,1,1,0,1,1,1,1,1
Offer_2092558652,1,1,0,1,1,1,1,1
Offer_980407740,1,1,0,1,1,1,1,1
Offer_1776487438,1,1,0,1,1,1,1,1
Offer_550229856,1,1,0,1,1,1,1,1
Offer_335585008,1,1,0,1,1,1,1,1
Offer_513851207,1,1,0,1,1,1,1,1
Offer_838148477,1,1,0,1,1,1,1,1
Offer_233930486,1,1,0,1,1,1,1,1
Offer_947854303,1,1,0,1,1,1,1,1
Offer_145749138,1,1,0,1,1,1,1,1
Offer_676343981,1,1,0,0,1,1,1,0
Offer_1632661911,1,1,0,0,1,1,1,0
Offer_1308392171,1,1,0,0,1,1,1,0
Offer_1584058292,1,1,0,0,1,1,1,0
Offer_1765048264,1,1,0,0,1,1,1,0
Offer_565331587,1,1,0,1,1,1,1,1
Offer_948624764,1,1,0,1,1,1,1,1
Offer_136931981,1,1,0,1,1,1,1,1
Offer_501588057,1,1,0,1,1,1,1,1
Offer_545587259,1,1,0,0,1,1,1,0
Offer_364373626,1,1,0,0,1,1,1,0
Offer_134067121,1,1,0,0,1,1,1,0
Offer_222770600,1,1,0,0,1,1,1,0
Offer_1155012394,1,1,0,0,1,1,1,0
Offer_367285969,1,1,0,0,1,1,1,0
Offer_1869837425,1,1,0,0,1,1,1,0
Offer_947480369,1,1,0,0,1,1,1,0
Offer_2031203707,1,1,0,0,1,1,1,0
Offer_2082539821,1,1,0,0,1,1,1,0
Offer_20689056,1,1,0,0,1,1,1,0
Offer_244025016,1,1,0,0,1,1,1,0
Offer_828332835,1,1,0,0,1,1,1,0
Offer_537697095,1,1,0,0,1,1,1,0
Offer_1190756880,1,1,0,0,1,1,1,0
Offer_899115404,1,1,0,1,1,1,1,1
Offer_2125232617,1,1,0,1,1,1,1,1
Offer_1902016788,1,1,0,1,1,1,1,1
Offer_1258934608,1,1,0,1,1,1,1,1
Offer_934575862,1,1,0,1,1,1,1,1
Offer_1950863682,1,1,0,1,1,1,1,1
Offer_1628550223,1,1,0,1,1,1,1,1
Offer_1318001324,1,1,0,1,1,1,1,1
Offer_1608807887,1,1,0,1,1,1,1,1
Offer_652580660,1,1,0,1,1,1,1,1
Offer_875901932,1,1,0,1,1,1,1,1
Offer_730238982,1,1,0,1,1,1,1,1
Offer_911520562,1,1,0,0,1,1,0,0
Offer_2120237487,1,1,0,0,1,1,0,0
Offer_1425364905,1,1,0,0,1,1,0,0
Offer_1313024193,1,1,0,1,1,1,1,1
Offer_1804364622,1,1,0,1,1,1,1,1
Offer_1742914514,1,1,0,1,1,1,1,1
Offer_2101055092,1,1,0,1,1,1,1,1
Offer_1782171575,1,1,0,1,1,1,1,1
Offer_1600963053,1,1,0,1,1,1,1,1
Offer_661531262,1,1,0,1,1,1,1,1
Offer_1491228721,1,1,0,1,1,1,1,1
Offer_9002625,1,1,0,0,1,1,1,0
Offer_704007760,1,1,0,0,1,1,1,0
Offer_347200517,1,1,0,0,1,1,1,0
Offer_528509974,1,1,0,0,1,1,1,0
Offer_1413683278,1,1,0,0,1,1,1,0
Offer_1741792027,1,1,0,0,1,1,1,0
Offer_1493208145,1,1,0,0,1,1,1,0
Offer_15053922,1,1,0,0,1,1,1,0
Offer_1923297050,1,1,0,0,1,1,1,0
Offer_983711045,1,1,0,0,1,1,1,0
Offer_667807593,1,1,0,1,1,1,1,1
Offer_15960008,1,1,0,1,1,1,1,1
Offer_239315047,1,1,0,1,1,1,1,1
Offer_815800819,1,1,0,1,1,1,1,1
Offer_669337617,1,1,0,1,1,1,1,1
Offer_116891326,1,1,0,1,1,1,1,1
Offer_904583947,1,1,0,1,1,1,1,1
Offer_2113571809,1,1,0,1,1,1,1,1
Offer_1890270696,1,1,0,1,1,1,1,1
Offer_125972200,1,1,0,1,1,1,1,1
Offer_228408717,1,1,0,1,1,1,1,1
Offer_1445660110,1,1,0,1,1,1,1,1
Offer_1601686805,1,1,0,1,1,1,1,1
Offer_1337422607,1,1,0,0,1,1,1,0
Offer_948561377,1,1,0,0,1,1,1,0
Offer_2039341831,1,1,0,0,1,1,1,0
Offer_1906068029,1,1,0,0,1,1,1,0
Offer_720996441,1,1,0,0,1,1,1,0
Offer_910644636,1,1,1,1,1,1,0,1
Offer_2111217352,1,1,1,1,1,1,0,1
Offer_211201311,1,1,1,1,1,1,0,1
Offer_1411610973,1,1,1,1,1,1,0,1
Offer_1803855448,1,1,0,1,1,1,1,1
Offer_522362876,1,1,0,1,1,1,1,1
Offer_872041442,1,1,0,1,1,1,1,1
Offer_1268298127,1,1,0,1,1,1,1,1
Offer_952216326,1,1,0,0,1,1,1,0
Offer_2035066956,1,1,0,0,1,1,1,0
Offer_1430108058,1,1,0,0,1,1,1,0
Offer_482659673,1,1,0,0,1,1,1,0
Offer_1809472989,1,1,0,0,1,1,1,0
Offer_862058192,1,1,0,0,1,1,1,0
Offer_1177961096,1,1,0,0,1,1,1,0
Offer_480669323,1,1,0,0,1,1,1,0
Offer_257873152,1,1,0,0,1,1,1,0
Offer_520629273,1,1,0,0,1,1,1,0
Offer_1181378520,1,1,0,0,1,1,1,0
Offer_127956767,1,1,0,0,1,1,1,0
Offer_698179906,1,1,0,0,1,1,1,0
Offer_1915667339,1,1,0,0,1,1,1,0
Offer_1599542274,1,1,0,0,1,1,1,0
Offer_1540565391,1,1,0,0,1,1,1,0
Offer_1216114918,1,1,0,0,1,1,1,0
Offer_253392361,1,1,0,0,1,1,1,0
Offer_1157001918,1,1,0,1,1,1,0,1
Offer_114361159,1,1,0,1,1,1,0,1
Offer_468318151,1,1,0,1,1,1,0,1
Offer_837589472,1,1,0,0,1,1,1,0
Offer_648044611,1,1,0,0,1,1,1,0
Offer_112594756,1,1,0,0,1,1,1,0
Offer_237160143,1,1,0,0,1,1,1,0
Offer_1446059133,1,1,0,0,1,1,1,0
Offer_649734829,1,1,0,1,1,1,1,1
Offer_1892201148,1,1,0,1,1,1,1,1
Offer_961127027,1,1,0,1,1,1,1,1
Offer_2035562092,1,1,0,1,1,1,1,1
Offer_1909732934,1,1,0,1,1,1,1,1
Offer_142934028,1,1,0,1,1,1,1,1
Offer_492503674,1,1,0,1,1,1,1,1
Offer_569319521,1,1,0,1,1,1,1,1
Offer_245111297,1,1,0,0,1,1,1,0
Offer_1219780319,1,1,0,0,1,1,1,0
Offer_895420938,1,1,0,0,1,1,1,0
Offer_1832823133,1,1,0,0,1,1,1,0
Offer_1643472477,1,1,0,0,1,1,1,0
Offer_1285840555,1,1,0,0,1,1,1,0
Offer_936117564,1,1,0,0,1,1,1,0
Offer_2019287940,1,1,0,0,1,1,1,0
Offer_1939310943,1,1,0,0,1,1,1,0
Offer_1576990811,1,1,0,0,1,1,1,0
Offer_1791627295,1,1,0,0,1,1,1,0
Offer_843821412,1,1,0,0,1,1,1,0
Offer_1193287551,1,1,0,0,1,1,1,0
Offer_675755777,1,1,0,0,1,1,1,0
Offer_890756883,1,1,0,0,1,1,1,0
Offer_1829760774,1,1,0,1,1,1,1,1
Offer_1101005374,1,1,0,1,1,1,1,1
Offer_1815698165,1,1,0,1,1,1,1,1
Offer_1750312071,1,1,0,1,1,1,1,1
Offer_1470678990,1,1,0,0,1,1,1,0
Offer_1255534432,1,1,0,0,1,1,1,0
Offer_1812761448,1,1,0,0,1,1,1,0
Offer_2136925305,1,1,0,0,1,1,1,0
Offer_927994058,1,1,0,0,1,1,1,0
Offer_1252332072,1,1,0,0,1,1,1,0
Offer_548560264,1,1,0,0,1,1,1,0
Offer_738274833,1,1,0,0,1,1,1,0
Offer_26914712,1,1,0,0,1,1,1,0
Offer_241670659,1,1,0,0,1,1,1,0
Offer_1397747228,1,1,0,0,1,1,1,0
Offer_1207732663,1,1,0,0,1,1,1,0
Offer_2012570481,1,1,0,0,1,1,1,0
Offer_1258612903,1,1,0,0,1,1,1,0
Offer_555100407,1,1,0,0,1,1,1,0
Offer_1957596653,1,1,0,0,1,1,1,0
Offer_748671938,1,1,0,0,1,1,1,0
Offer_938215886,1,1,0,0,1,1,1,0
Offer_1090798277,1,1,0,0,1,1,1,0
Offer_741362778,1,1,0,0,1,1,1,0
Offer_563855366,1,1,0,0,1,1,1,0
Offer_397225579,1,1,0,0,1,1,1,0
Offer_133766450,1,1,0,0,1,1,1,0
Offer_887947310,1,1,0,0,1,1,1,0
Offer_1827434517,1,1,0,0,1,1,1,0
Offer_1637469976,1,1,0,0,1,1,1,0
Offer_2128172401,1,1,0,0,1,1,1,0
Offer_1985709333,1,1,0,0,1,1,1,0
Offer_758926427,1,1,0,0,1,1,1,0
Offer_375819202,1,1,0,0,1,1,1,0
Offer_1333833322,1,1,0,0,1,1,1,0
Offer_1091780873,1,1,0,0,1,1,1,0
Offer_1641608367,1,1,0,0,1,1,1,0
Offer_680451176,1,1,0,0,1,1,1,0
Offer_861524160,1,1,0,0,1,1,1,0
Offer_1817876642,1,1,1,0,1,1,0,0
Offer_90398856,1,1,1,0,1,1,0,0
Offer_1369708676,1,1,1,0,1,1,0,0
Offer_1753069939,1,1,1,0,1,1,0,0
Offer_1450527385,1,1,1,0,1,1,0,0
Offer_1269203784,1,1,0,1,1,1,1,1
Offer_1292316162,1,1,0,1,1,1,1,1
Offer_1515562720,1,1,0,1,1,1,1,1
Offer_1964183297,1,1,0,1,1,1,1,1
Offer_1134776906,1,1,0,0,1,1,1,0
Offer_440203555,1,1,0,0,1,1,1,0
Offer_1767203828,1,1,0,0,1,1,1,0
Offer_566390397,1,1,0,0,1,1,1,0
Offer_881799891,1,1,0,0,1,1,1,0
